rating,review,userName,title,date,company
1,"For the sake of our future generation,don’t use this service,I suggest you walk if there’s no other means of transport",son of kasoka,DON’T TRY BOLT,2021-09-17 02:39:56-07:00,bolt
1,"It is openly gender biased especially to men in Kenya
It’s pathetic!! If you want to take suicide...use BOLT",skm09200127,PATHETIC,2021-09-17 02:38:03-07:00,bolt
1,Focus on providing a safe space for all.,ExpNouv,Biased!,2021-09-17 02:34:01-07:00,bolt
1,ABUSIVE and violent drivers. non existent customer care,kkkkkk1400,Delete,2021-09-17 02:21:23-07:00,bolt
1,Men deserve better. #DeleteBoltApp,Ckroms,Bolt Support,2021-09-17 02:18:49-07:00,bolt
1,No room for discrimination,anti- discrimination,Stand for Equality!,2021-09-17 01:59:07-07:00,bolt
1,"You are biased against men. The male drivers using your app are attacked by drunk hoes and you suspend the innocent driver. Surely, who does that?
Shame on you pussified administration",Ni Mimi Tu,Bias against men,2021-09-17 01:55:48-07:00,bolt
1,Gender biased against male drivers.,NaiGhoul,Don't download,2021-09-17 01:52:37-07:00,bolt
1,A male driver was attacked by 3 ladies and was physically stoned by the ladies & after review they cancelled the Mans app! Bolt must Fall!,Kenya's Finest,SEXIST APP AGAINST MEN!,2021-09-17 01:52:03-07:00,bolt
1,poor handling of complaints,use 237,Terrible management,2021-09-17 01:48:53-07:00,bolt
1,"In view of the recent incident where three female riders/customers physically attacked a male driver destroying his personal documents and the consequent punishment of the driver(victim)by your company, I am boycotting your services until you address the issue with the fairness it deserves. We already have a society that’s continuously demeaning the relevance of men and your organization is enabling this vice..🚮🚮🚮",Bishop Kabisa,Bias treatment,2021-09-17 01:47:34-07:00,bolt
1,Gender discrimination,iankg,Gender discrimination,2021-09-17 01:42:00-07:00,bolt
1,Very unethical of you,okkts,The Kenyan driver,2021-09-17 01:39:44-07:00,bolt
1,They are biased against men. They’re mistreating and harassing their male drivers without giving them a chance to tell their side of the story,PhilCruze,Gender bias,2021-09-17 01:38:32-07:00,bolt
1,"The app is gender biased against male drivers. A bolt drivers car was stoned by three ladies and all they did is deactivate the drivers account, shame",Odivoh,Gender Biased against male drivers,2021-09-17 01:28:10-07:00,bolt
5,"how can you fire a man who was insulted by sluts , this is an absolute disgrace , no more bolt for men , it's a shame",nelson sims,stupid bolt management,2021-09-17 01:27:31-07:00,bolt
1,Gender inequality! Mistreating drivers! Worst customer service!,YOUTUBE AD,Worst in kenya,2021-09-17 01:17:31-07:00,bolt
1,"Biased organization,if there was a zero star rating i would tap it a million times..plus when amerix says its bad,ITS BAD!",unfollowbolt.co.ke,Unfollow,2021-09-17 01:09:30-07:00,bolt
1,"This app doesn’t care about the welfare of men and will easily destroy men, don’t use it.",bontez,Men abuser.,2021-09-17 01:08:59-07:00,bolt
1,"I understand that you guys are trying to make women safe with your services maybe because you have more female customers in KE than men. But the women were clearly on the wrong pelting stones, hurled abuses brought an UBER and they outnumbered the guy who stood there with his camera for the record but you still sided with them ladies because...? For now imma uninstall this app until y’all resolve this. SMH",Lui.spot,Suspending a driver for defending himself?,2021-09-17 01:02:33-07:00,bolt
1,"Too much emasculation on this platform
Men deserve better",waol gi uwii,Bias,2021-09-17 00:58:29-07:00,bolt
1,This app employs double standards when it comes to gender. 👎🏿 Its biased against men.,Gathee,Biased app,2021-09-17 00:56:52-07:00,bolt
1,Your biased treatment of your driver without facts because of drunk ladies. So inhuman to unregistered a man who maintained his cool in the whole ordeal. We are going Uber,ar|eu|la|as,GENDER BIASED,2021-09-17 00:54:39-07:00,bolt
1,"Pussified startups run by feminists and manginas should be avoided by every sane man.

Your safety as a man is paramount. 

#DeleteBoltApp",Aluta678,MEN deserve better.  #DeleteBoltApp,2021-09-17 00:54:30-07:00,bolt
1,I wouldn’t recommend.,user 100000001,Gender Biased,2021-09-17 00:50:39-07:00,bolt
1,"I for one will not be a partaker of this injustice. Do the right thing, always.",Roke🇰🇪,Don’t Criminalize and Victimize Your Male Drivers.,2021-09-17 00:47:37-07:00,bolt
1,"Waezi,waibi,thieves,mikora. Not recommended 👹👺",andbdmcnc,Worst online taxi service,2021-09-17 00:44:42-07:00,bolt
1,I have been using ur services but since u started seeing us as cunts we have decided to abort ur services. A man cannot be denied his rights by ur CEO’s being MANGINAS. I therefore unrecommend u unuse u delete u and unknow u.,Onyanchass boy,Biased,2021-09-17 00:38:44-07:00,bolt
1,Bolt is a pro-women app that devalues men at any chance. Do Not Download if you are male. Terrible app,crazykennar,Terrible,2021-09-17 00:35:20-07:00,bolt
1,It's the worst cab app. They side with criminals,Mmaura,Worst taxi hailing app,2021-09-17 00:34:35-07:00,bolt
1,You are very biased towards the male gender and discriminatory behavior toward men,vansdesmond,Gender discrimination,2021-09-17 00:32:15-07:00,bolt
1,The way you handled the issue of that bolt driver who was assaulted by those three lesbians was unprofessional. Why would you suspend his bolt account? That’s how you messed up. Now it’s time to let the world know how bolt is a useless and unprofessional company. Bure kabisa,Duke Of Uppsala,Duke,2021-09-17 00:27:20-07:00,bolt
1,Its the worst taxi app ever,stunna254,Worst app ever,2021-09-17 00:14:53-07:00,bolt
1,Worst service,dkimu,DO NOT INSTALL,2021-09-17 00:04:39-07:00,bolt
1,"Just shut down the whole damn app, clearly you do not understand the magnitude of the situations at hand and you think introducing a “women’s only “ section is going to change anything, especially when we are forced to pay more for our safety. Is this a joke to you? Why is our safety being handed to us as a privilege? Are you dumb? People have gone missing ! People have been injured…SERVERELY ! People have permanent mental trauma ! People have been raped !! People have been killed !!! LIVES HAVE BEEN LOST !!! And all for what??? For what??? You guys are disgusting!! And to think some of you sited in the office have families and are parents but this is how your brain functions??? This how you think? And it sits well with you? And I bet you sleep soundly in the night, right? I strongly urge you to run serious background checks on all your riders and drivers before you hire them. Make sure they are legible and qualify for the job in all aspects ! Find the root of the problem and solve the goddamn problem !!! Don’t just hand as our safety as a privilege and make us pay more for it. Y’all are crazy !!",mwakamrabu,SHUT IT DOWN OR DO BETTER !!,2021-09-08 00:22:24-07:00,bolt
5,Bolt had proved to be the most reliable and pocket friendly ride with professional pleasant drivers. Keep up the good work,kananasita,Great job,2021-09-07 22:59:44-07:00,bolt
1,Useless app full of clowns. I’m uninstalling it. A lady gets assaulted by a driver and you take his side. As a woman I feel unsafe using your app so I’m out. Uber is waiting for me....,unsatisfied customer98,Clowns,2021-09-04 06:30:17-07:00,bolt
1,All of you are a joke. Your driver attacks a rider who was accompanied by little children and y’all defended him without hearing the victim’s side of the story.if you’re reading this review don’t download this effin app🚮PURE GARBAGE,susanhalle,Boycott BOLT,2021-09-04 05:51:13-07:00,bolt
1,"This has to be the worst app I have ever downloaded which contains so many thieves and dishonest people. I am headed for a trip and I get connected to driver who tells me my trip got to him by mistake and the next people tells me he still has a client and he may delay me then the next person after taking me to my destination, they overcharge my card for wait time of which I have been waiting for them and he met me standing right at my door. This app should be taken down",Eddypilot,Worst App,2021-09-01 19:45:33-07:00,bolt
5,Great driver and professional. Polite and informative!,morning client,Great driver,2021-08-30 21:55:08-07:00,bolt
3,"I generally get good service from the app. However, sometimes a driver will insist that the price posted is too low and they need more. Surely that’s between the driver and the app owners. I do not control what price is posted. I have also noticed on a number of occasions that the car that arrives doesn’t match the one shown when you order a ride. That’s not very professional.",N1ck224,Generally good but with some caveats,2021-08-15 04:17:29-07:00,bolt
5,😡😡😡,grhjdhrj,Bolt is not save anymore,2021-08-11 11:53:50-07:00,bolt
1,Driver i got was soo rude and shouty. I hated my experience,usbcwil,Drivers are ruudeee,2021-07-14 02:35:36-07:00,bolt
1,"Just when i thought you were the best app then there you go , drivers with attitude and cancelling rides on you after  calling you but the good thing there are options am officially deleting this up caused me so much inconvenience not once but almost everytime am using it .",buonty,Drivers with Attitude,2021-07-06 21:59:13-07:00,bolt
5,Very efficient and on time,weschar,Regards,2021-07-03 22:15:27-07:00,bolt
5,I enjoy rides to business deliveries every time.,Demi Farms,Great convenience,2021-07-02 07:54:24-07:00,bolt
1,You have cases of mistreatment from  your drivers but you don’t do anything about it. Personally I have cancelled your app and am rallying 10 of my friends to do the same.,Ms Muriu,Say No to Bolt,2021-06-21 03:41:15-07:00,bolt
1,The drivers will double charge you and use the longest route they’ll use  traffic as excuse,ngamana,Foreigners be careful,2021-06-12 23:46:39-07:00,bolt
1,The driver I requested today was very rude and drunk 🚮,pqrest,Customer review,2021-06-09 09:58:34-07:00,bolt
1,Violence toward anyone will not be tolerated- and the company ignoring reports of rape and violence by the drivers means either they’re complicit or they don’t care,TahniyaJ,#boltmustfall,2021-06-07 03:39:10-07:00,bolt
4,Affordable good service. Only issue I faced a couple of times in Dar Es Salaam that car comes with a different number as mentioned in the app but driver has the phone. So now if I cancel it will come on the customer.,Vishal K Seth,Good service,2021-05-17 23:49:59-07:00,bolt
5,Wilson we t out of his way and accepted my unexpected change of route without compaints. He is a gentleman. Safety is his first priority.,His Kereaness,Great driver!!,2021-05-15 11:57:54-07:00,bolt
5,Good ride quality driver with experience,Lebswazi,My ride Experience,2021-05-15 05:17:05-07:00,bolt
4,"Most riders hve been harassing me especially when i have discounts asking me to add more money and i feel like you should provide a report feature where such riders/drivers can be reported.
Anyway I love the app",hajaeeeelwzukane,Need to provide a report feature on the App,2021-05-11 11:39:48-07:00,bolt
5,Amazing customer care by the drivers so far.  Fare prizes are reasonable.,Baba Mahla,Review,2021-05-07 11:26:42-07:00,bolt
1,"I hate this app and the services offered, I’ll never download it. Stop sending me ads!",Sir_Lavi,Heavy YouTube advertising,2021-04-28 22:41:08-07:00,bolt
5,Timely rides with professionals,@elvommoja,Great services,2021-03-25 21:14:39-07:00,bolt
5,"Fast,Efficient and affordable",@Silawa,Affordable and Efficient,2021-03-22 01:49:16-07:00,bolt
5,"BOLT is The BEST WAY to Travel around KENYA.Their Services are very good and Time Saving.The Drivers And Riders are very professional and Caring People.THANKYOU BOLT,May God’s Blessings continue to Shower you all.Aamin",🤗🥰💃🏾,VERY SATISFIED CUSTOMER💯😊,2021-03-17 21:10:29-07:00,bolt
1,Some of your drivers are just rude you order a cab and they give very flimsy excuses just because they don’t want to come to a certain place like the airport 🙄🙄,kityy23,Customer service👎🏾,2021-03-16 09:35:29-07:00,bolt
1,"Excellent service 
Would really recommend",kendi Brenda,Best,2021-03-14 09:24:10-07:00,bolt
5,"All drivers are very professional, they never delay the pick up time and the prices are relatively fair",HANNA W N,Trips by bolt,2021-03-14 00:54:13-07:00,bolt
5,"Your app has really helped me getting to places quickly. 

I will recommend to everyone to try it.",Maluki :-,Awesome 👏🏾,2021-03-03 01:32:55-07:00,bolt
5,"My driver was the best 

KCZ 211j 
Toyota vitz",wiseAnjublax,Good driver,2021-02-28 07:09:18-07:00,bolt
1,I have tried to sign in to bolt but they’re not sending me a code. I’ve tried for 3 days but they keep on telling me to wait for 15 minutes.,David Katambo,Signing in to bolt,2021-02-20 10:11:04-07:00,bolt
5,Discount please 🥰,xafsuuu,Thank you but give a discount,2021-02-18 06:16:13-07:00,bolt
5,"Some drivers when called ask where you are going and when you tell them they say they are coming and take forever and when you try calling them they don’t pick up 
I’d prefer honesty in drivers if they can’t go to a certain place they should just say and not keep you waiting 
Other than everything’s good",okizz606,Rude drivers,2021-02-17 22:52:20-07:00,bolt
5,"So far so good, the app has been beneficial and worth it!",Felloh Mackenzie Mutongoi,Excellent,2021-02-14 18:55:32-07:00,bolt
5,Beautiful experience,omaryj,Enjoyed my ride,2021-02-14 02:33:55-07:00,bolt
1,"This app always has errors. While trying to reach customer service or view previous rides or simply just viewing where my driver is

The maps are the worst not to mention routes.
Do better or get off the market!!",LeRunningSloth,Errors,2021-02-13 23:24:07-07:00,bolt
5,Your drivers are just excellent and disciplined,fnyakundi,Best service,2021-01-19 03:01:22-07:00,bolt
1,Modern day robbery from this app & its management,Karmello hype,Very pooor,2021-01-13 04:21:54-07:00,bolt
5,Great drive,cou1991,Awesome 👏,2020-12-13 22:27:34-07:00,bolt
3,Sometimes it’s convenient other times the drivers refuse to show up.,Ms. Muthinga,Mixed feelings,2020-12-04 22:13:12-07:00,bolt
1,Hello please do something about your fares it’s choking partners out of this business,Ahmedzakie,Trip fare,2020-12-03 08:58:11-07:00,bolt
5,He is cool really and also drive well the car is very clean,suldan 18,Good driver,2020-11-30 21:04:24-07:00,bolt
1,I have paid more than twice for a ride that isn’t close to the estimate given.,shg SDT hy,Overpriced ride!,2020-11-24 08:32:11-07:00,bolt
5,The app is accessible but some drivers are not ok with price you posted and they just cancel a travel for the fare mainly when you got discount any way thanks,did G gg,Some drivers really not ok with price,2020-11-17 04:17:44-07:00,bolt
5,I like how this app works I recommend everyone to start using it I guarantee you guys are going to love it,5darth,Great service,2020-11-13 08:45:53-07:00,bolt
1,There have been countless experiences from many women who have been threatened sexually assault and even death by certain drivers.. THIS NEEDS TO STOP!!!! These cabs are NOT SAFE FOR WOMEN!!!.. And this company says that THEY HOLD NO LIABILITY ON WHAT HAPPENDS INSIDE THE CABS YET IT’S YOUR CABBSSS!!!!!!!!! This is just hoarding an environment that encourages SEXUAL ASSAULT,wewe0,SEXUAL ASSAULT,2020-11-10 21:17:14-07:00,bolt
1,In my area it’s rare to find ones close to me 😩😔💔 and also the drivers call you to ask you where you are going then if it’s close they be like cancel like I wouldn’t order in the first place of it was close 💔,mmihulachakula,No available rides,2020-11-10 07:24:52-07:00,bolt
5,Thanks Bolt for always coming through with the offers I appreciate sana,jwshi,Thank you,2020-10-14 01:39:52-07:00,bolt
5,"Good driver, precise on locations and friendly.",Nickonsin,Klaus,2020-10-02 03:01:10-07:00,bolt
5,I have a great experience and very cost effective.,Kuligha,Great experience,2020-09-30 23:39:58-07:00,bolt
5,Always on time and services are amaizing thank you bolt,Khasing,Amaizing,2020-09-30 05:26:23-07:00,bolt
5,"When talking about reliability, Bolt comes to mind...the app itself is easy to use and all the riders are so kind.
Definitely worth it!",Malkia Debbie,Amazing,2020-09-21 11:48:17-07:00,bolt
5,I have been a faithful Bolt user since its inception. I prefer because it cheaper quicker and more available than other competitors. You can look my frequency of usage in your system. Keep doing the good work.,ahdimaz,MY BOLT MY CHOICE,2020-09-09 16:08:28-07:00,bolt
5,"works perfectly,timely too",sochsachsulay,Doktari,2020-09-04 06:25:53-07:00,bolt
1,Patrick THAIRU please fire him ! Calling me names because his Mpesa did not reflect???His breathe is already an issue and he’s not sane for sure! I had to stop the car myself as he claimed to take me to the police. Who does that?,nbvshsjdkdkdjdjjdjddh,Patrick THAIRU-insane driver,2020-08-29 04:24:02-07:00,bolt
5,Very good,faith mugo,Service,2020-08-25 10:48:12-07:00,bolt
5,If they can only stop asking “where are we going?” can be so nice. They tend to refuse if its a short distance.,wamirie,Some drivers!,2020-07-10 07:29:38-07:00,bolt
5,Awesome ride,dallaBinDalla,Enjoying bolt,2020-06-18 21:52:03-07:00,bolt
5,Coz i was with sofia and kato long legs,Idris leo,Enjoyed,2020-06-13 09:01:15-07:00,bolt
4,"Most of the time Bolt works for me. However, there are three issues you need to address. Some Bolt drivers insist on cash and request riders to cancel and pay them offline in cash. I consider this to be unethical behaviour. The other issue is requesting for a Bolt Plus and you get a normal tiny car which beats the purpose of classification. Lastly, some drivers come with different cars other than those registered and plead that you should not report them. You need to deal with these issues.",Davnkyi,Observation,2020-06-09 10:41:05-07:00,bolt
1,"Drivers are accepting requests but they dont call and they cancel without saying anything even if we call them. 

They dont move frol their location as experienced 2-3 riders today",SmartRav,Complain,2020-06-07 21:39:41-07:00,bolt
5,"The above subject refers.

I’ve not to have BOLT as my option.",Keen Jim,SERVICE OFFERED ABOVE EXPECTATIONS,2020-05-31 06:13:43-07:00,bolt
5,"You guys are doing a great job! Atleast 95% of my trips are always successful. Keep it up. 
However, few drivers who normally cancel my trips normally give me valid excuses.

Others ignore your calls. I’d appreciate if a rider is honest about canceling my trip with a good reason.",Reece Hanako,RESPONSE FOR PAST TRIPS,2020-05-23 23:29:06-07:00,bolt
5,Excellent customer care,Otie J,Customer care,2020-05-23 08:41:23-07:00,bolt
2,"Whenever you have issue , they will respond in two days with the same line . Sorry we shall investigate. End of the story . Very disappointing and frustrating always.",watumbili,Terrible customer care,2020-04-04 20:18:18-07:00,bolt
1,"Terrible!!!!!! Worst service ever‼️
Do not recommend",joeyjameslebron,Worst‼️,2020-03-09 08:49:00-07:00,bolt
1,I cancelled trip because the driver took too much time to arrive and my appointment was canceled. l paid the driver on arrival . . I   was fined 150/= a week ago for the same .not fair atalll.,nyarima,Canceled trip,2020-02-29 08:32:44-07:00,bolt
4,"Why did you remove Mpesa option, the idea of using cash or sending driver Mpesa is bad, for those of us not comfortable with using Credit Cards.",Maisiba Bravo,Mpesa Payment,2020-02-28 20:18:39-07:00,bolt
3,I don’t see the Mpesa option available on my app anymore. Please check on the issue,Sha987654321,Mpesa option,2020-02-26 10:25:18-07:00,bolt
1,"This people are of tears. Worst ride. Rude driver. We were even competing when I was talking on phone. He was using his phone on speaker and couldn’t even have a conversation with the person I was talking to. 
Arguments seemed to be his forte 
Even after I informed of the best route to take to avoid the traffic, he was still insisting on using another route. 
Despite Bolt informing that they have a Hugh standard professionalism, this a far cry from it.",Wabaiya,Driver Misconduct,2020-02-12 06:26:14-07:00,bolt
3,"Fairly good, have been using quite more than a year. I notice this new trend with drivers , that when u request them instantly they will call u and ask your destination, if the destination is short /or congested traffic they will cancel.",abdiri,Drivers frequently cancel your request,2020-01-15 01:09:08-07:00,bolt
1,"You take ages to reply to complaints on unfair charges for refunds, most of your drivers are rude and unprofessional and the prices double up at the slightest traffic jam. The absolute worst.",Hanniequeen,Worst customer service,2019-12-20 19:37:07-07:00,bolt
1,"Very Cunny driver.. Customer service is absent, don't even bother reporting anything.. Keep this app and you'll definitely have a bad experience, I assure you.. I'm done giving them a next chance..",Gunstavio,"Cunny drivers, Inexistent Customer Support",2019-12-16 03:53:29-07:00,bolt
1,"I was told drivers manipulate distances until I experienced it. A join of 760ksh I was charged 1,540ksh that is more than 2times the fee. This people are thieves. Never use them",NAKEHC,The worst,2019-12-08 02:30:12-07:00,bolt
1,"I’m disappointed I requested for ride and it was double requested and the driver was rude about it KCL 766 Y ...  
never using BOLT again",rose quintty,Disappointed,2019-12-07 04:09:29-07:00,bolt
5,The app hangs every time when I try to open it.it doesn’t work .i even tryed to update .,mankey321,Very bad service,2019-12-05 20:25:39-07:00,bolt
1,"It started of fantastic with very fair prices, then the app starts saying that I didn’t pay for a previous trip I took which I did and I have the mpesa confirmations to prove it. I paid again, the money left my account but the app still says I haven’t paid! I have reported it to the app support with evidence, I have also sent emails and Instagram messages and there has been no response! It’s very disappointing and highly unprofessional and I definitely will not recommend it!",Nku1993,Terrible customer support,2019-12-04 22:51:23-07:00,bolt
4,"The app is alright the only thing though is that the app shows the Driver is here, yet from the map he is far from my location",Smilang,Bug on the app,2019-12-02 21:18:58-07:00,bolt
5,This driver is lit🔥🔥,CortezzMalooks,Iss lit🔥,2019-11-30 06:12:22-07:00,bolt
5,It’s convenient cheap and reliable,Brother Ease,Love it,2019-11-28 02:33:45-07:00,bolt
5,"Why can’t I set my own location, seeing as your map isn’t accurate?",CateOdera,Joke of an app,2019-10-29 03:08:56-07:00,bolt
5,Efficient,Mc 💰🚘,Bolt is great,2019-10-23 06:34:54-07:00,bolt
5,The services are very professional...,sandslep,Review,2019-10-20 06:01:02-07:00,bolt
5,I love how he is talkative and drives well thanks Justine for good service,kaka sur,Best service ever,2019-10-13 09:28:50-07:00,bolt
5,Love your service it affordable n quick response to your costumers,misswarda,Enjoy the service,2019-10-11 09:47:30-07:00,bolt
5,Thanks for ur service.,Banjiola Obonyo,Love Bolt,2019-09-28 21:44:37-07:00,bolt
5,Fair prices,mlughu,Fairness,2019-09-25 15:03:22-07:00,bolt
5,Best way to get around with the crazy nairobi traffic,tetema12,Bolt Boda,2019-09-22 23:58:46-07:00,bolt
5,Very reliable,cmutheu,Bolt,2019-09-21 21:26:30-07:00,bolt
5,"Quick,fast and I also hope it’s efficient to both the driver and the client 💯",Radeon.Smoke.Bomb,Superb,2019-09-18 02:00:18-07:00,bolt
1,What they show you as the price on their app is different from the price you have on your phone,thisthingshouldbebanned,Overcharging,2019-09-05 00:56:36-07:00,bolt
5,"Bolt arrives in time cheaper and the drivers know their way around towns. Payment process easier and accurate charges. No shoddy deals 
I love using Bolt",Nduashey,Fast accurate tot,2019-09-04 01:57:32-07:00,bolt
5,Affordable and convenient!,NishKayKay,Affordable rates,2019-08-30 02:07:24-07:00,bolt
5,Nice amble driver,JOE CHAMPION 254,Best🥇,2019-08-07 11:56:59-07:00,bolt
5,I like and love it,baby 2030,Nine,2019-08-01 11:55:29-07:00,bolt
3,"Mistreating your drivers means mistreating your customers!! I have waited for 1 1/2 hours for a cab to take me from parklands to ngara!! I cant blame the app for sending me a driver from jogoo road, but do you really expect him to come for me???? Other driver ask for more, to pick n drop me.... but can i blame them????? FYI UBER INCLUDED!!!!!!!",noreal name,Guys you need to pull your socks up!!,2019-07-13 19:40:00-07:00,bolt
1,I called for a ride in town and the driver didn’t know where to pick me up. I gave him instructions and he literally started shouting and insulting me. Even matatu touts are not that disrespectful 😠😠. Change the way you treat your clients not just your name 😒😒😒,stormzy mp,Worst customer service I have ever seen in my life 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,2019-07-08 15:24:46-07:00,bolt
5,The best transportation 💯,GikariaTom,Best,2019-06-23 00:30:37-07:00,bolt
5,Best ride experience.,sirme Jack,Good prices and Convenient,2019-06-16 09:33:48-07:00,bolt
1,0721540254 deal with that driver.He is a conman.,cynmw,Conman,2019-06-11 08:58:17-07:00,bolt
5,Very good,karamuta,Promising driver,2019-06-02 04:06:33-07:00,bolt
5,The driver was very friendly and did not charge more than what was indicated on the dashboard. Very professional and exemplary service. Absolutely perfect,Dunya Riek,GOOD RIDE,2019-05-25 14:01:00-07:00,bolt
1,"Started out great where prices were fair for both rider and driver then after a while things went South.
Drivers became more arrogant towards passengers, I have experienced this personally. Invoices with an amount of distance that was never cover. Then customer service/support went from being speedy and proactive to being sloopy and never getting a timely response as back in the day.
I have been a loyal customer but after my latest experience, where I got no response from them. I have decided it’s time to let go of them.
May your business prosper and may I come back one day in the future.

Until then,
Your former loyal customer.",former_loyal_customer,Great to Disaster,2019-05-25 05:33:47-07:00,bolt
5,"Your riders are misconduct, today one of them didn’t return my balance and he ran away..

I think it’s not good using your transport.",Ki123-,Complain,2019-05-22 23:19:20-07:00,bolt
5,Fast and reliable,ogaa matraf,Number one,2019-05-10 05:04:46-07:00,bolt
5,To recommend any time,rnmog,Friendly and clean car,2019-04-27 01:54:47-07:00,bolt
5,Very reliable,rapmanmushi,Reliable,2019-04-26 10:55:28-07:00,bolt
5,Very fast and efficient.good communication skills.very respectful,Symon Ian,BEST RIDE,2019-04-23 09:45:04-07:00,bolt
5,You are not trust worthy! Your charges and most of your drivers are inconsistent and liars !,qnmark,Unworthy,2019-04-22 14:03:09-07:00,bolt
5,Love how on time they always are,kamande the one,Awesome services,2019-04-12 07:35:16-07:00,bolt
4,Very reliable,Jactonga,Taxify Bolt,2019-04-06 05:38:20-07:00,bolt
2,"It was all good in the beginning fares were well budgeted and we’re affordable, right after the new version was brought up disappointments started fares went above the estimated price like by 50% didn’t expect this from Taxify out of all well you have successfully managed to lose a customer fond to you guy thumbs up💯",Lucifer_08,A disappointed customer,2019-03-26 03:43:59-07:00,bolt
1,This app used to be good nowadays I get overcharged on almost every trip and whenever I contact the support group (customer service) they don’t respond at all. This is just frustrating and I am forced to delete it.,Behumble 44,Overcharging and lack of feedback,2019-03-09 22:16:15-07:00,bolt
5,Very good driving skills and customer friendly ...,Scofield M,Service!,2019-02-27 10:04:07-07:00,bolt
5,Excellent job,JudeNish,Comment,2019-02-06 19:33:59-07:00,bolt
5,An awesome Guy to ride with,Me.Jimpix,Down To earth Man,2019-02-02 08:29:45-07:00,bolt
5,Is The Best❤️..... I love how prompt they respond to complaints. Keep It Up💯,25-Opuch.,Taxify,2019-01-23 10:49:27-07:00,bolt
5,"Excellent customer service n an excellent driver.
Keep the good work",Abu Fatimazahra,Mr Brian Okombo,2019-01-14 06:11:11-07:00,bolt
5,Wowwwwwwww!!!!!,Haisalll,Awesome service,2019-01-11 04:42:41-07:00,bolt
5,Very efficient to use I liked the services,Mcomuga,Good work,2019-01-10 07:30:44-07:00,bolt
3,"Great app , really helpful, but",kastumo,Can always improve!!,2019-01-08 23:43:14-07:00,bolt
2,"This is one of the best taxi app in Kenya in terms of efficiency. 

However, their support is fake.",Gathecha,Great app but poor management,2018-12-21 08:01:09-07:00,bolt
5,He is a good cabs man perfect in his job,farhim Ahmed,Driver,2018-12-16 11:49:33-07:00,bolt
5,Its the best app so far,fatuma sheikh,Review,2018-12-16 04:29:39-07:00,bolt
1,The drivers play all tactics to delay so that they milk more money. Less concerned of passengers convenience.,Jey113,Worst service,2018-12-15 19:27:22-07:00,bolt
1,Rhek,cabsjsid,The worst travel app I’ve come across,2018-12-11 02:58:12-07:00,bolt
5,"Good service & he was prompt for a pick up at St. Paul’s University Chapel.

Regards,

John Karau",WAINASO,FELIX KCN157H,2018-12-01 02:30:57-07:00,bolt
1,"You guys don’t even deserve a single rating.. your drivers are the most abusive people that have no sense of humor, they move to wrong directions then put off their phones, others pick up the request and don’t even move, others ask you to cancel the trip after they take your request. I a not going to talk of the fare for the fact that if their services are that trash what do you expect of the fare????? Quite the same then the most annoying of all, when you cancel on such people. They give you a punishment not to  use taxify.. you guys should just quit your jobs and find something else to do with your lives..",Mr. facts,Taxify sucks,2018-11-28 23:22:46-07:00,bolt
3,Could you please introduce an accounts option similar to UBER so that we can separate our work & personal trips/bank cards... so different bank cards can be uploaded for each account to avoid constantly switching between cards & incurring unnecessary card set up charges.,Africa Squared,Accounts option,2018-11-24 04:59:45-07:00,bolt
1,They charge fares beyond the estimated range. Nairobi office line does not work. Terrible service.,amragwa,Fleecing,2018-11-21 21:04:17-07:00,bolt
5,Been overcharged by double the amount I was supposed to pay yet the support section on the application isn’t even workin,Inongos,Overcharges,2018-11-19 03:14:52-07:00,bolt
1,"I asked for a ride but the vehicle registration number on the app and the one that was availed  were different. So I declined to use the ride, tried cancelling but could not then found my request reading that I did not show up. This is a gross misrepresentation and false. I took precaution over a safety matter. Please rectify.",ruthy-36,Disappointed,2018-11-11 20:16:24-07:00,bolt
5,How can you place an estimate of 200-250 then no traffic I reach my destination after using the shortest route as possible then I pay more over 200.You people are big cons Moreso your drivers 😡😡😡😡.,dotamarima,CONS BIG ONES,2018-11-10 02:00:45-07:00,bolt
5,very professional and friendly,Cmasika,Professional,2018-11-08 22:53:18-07:00,bolt
4,Driver cautious,Sillahjoe,Service,2018-11-07 11:08:42-07:00,bolt
5,"Wonderful service 

Great rapport 👏🏻",WuonAbinyaTangaNyaim,Review,2018-10-27 11:00:36-07:00,bolt
5,Gayet başarılı bir uygulama,Reisss009,Yeaahh,2018-10-26 07:02:10-07:00,bolt
5,"Unable to register after installing. When i put in my mobile number starting with my country code +254 , it tells me “Phone number should be in international format and  include  “+” country code”",modiis,Mo,2018-10-25 11:29:51-07:00,bolt
5,"Very kind and driving safe,  socialized well",Hassan hamedy,Driver,2018-10-21 08:09:44-07:00,bolt
2,"Your app is good but also failing clients dearly.Its two days since I sent two emails for two rides that were crazily charged.Also your app on iPhone iOS does not work when trying to report other problem,the faq area.I have also seen drivers tampering with it when on ride,a place of ten km gets to be fifty km",Obie Mburu,Taxify rider Nairobi,2018-10-17 21:24:17-07:00,bolt
1,"Horrible drivers, horrible systems. Always overcharging",Vic Li Maraj,Would not recommend,2018-10-16 03:01:14-07:00,bolt
