reviewer,rating,date,text,source,company,response
Jessica Nilla,1,2024-05-05,"I paid Leonard Mwendwa of KDE 513D sh 1320. I got a receipt. Then he wickedly claimed I hadn’t paid. I reached out to Uber. They appeared to listen at first and told me I won’t be charged again but they left a balance of sh 530. When I asked about the sh530, they said they don’t recognize payments out of the app (Mpesa) but still asked me to pay the 530 via mpesa!!!! Use this stupid app at your risk. Yes, it’ll soon fall like Bolt!",app_store,uber,False
Uber Drivers excellent,5,2024-04-26,Very warm driver. Excellent demeanor,app_store,uber,False
hafsaomar,1,2024-04-21,"I paid before the ride. After i reached my destination i alighted the car and left, not knowing the driver had not ended the journey. The money increased two times the fare and I had to pay all of it in the next ride. I will never be using uber again.",app_store,uber,False
cheroben,5,2024-04-21,Execptional pilot,app_store,uber,False
Clawmie,5,2024-04-20,"Uber drivers are always disciplined. No drama, no complain, you get a ride and are sure of your safe journey.",app_store,uber,False
NDETEI,1,2024-04-20,"Everytime I try to ask for a ride the system prompts me to pay first.The drivers at times don’t show up and I end up losing my money.

Please remove that system from my Uber account.",app_store,uber,False
Fredejohnmark,5,2024-04-17,I got the best service from this platform including the driver who was well mannered. The additional feature of ride booking was a pleasure to me.,app_store,uber,False
Sukari Nguru,5,2024-03-28,Thanks,app_store,uber,False
Thewsthews,3,2024-03-24,This is a good application. There are a few hiccups such as with payments and double payments with no hearing from uber . Overally it is okay,app_store,uber,False
Eva Nimu,5,2024-03-20,The lady was very professional & so good.,app_store,uber,False
Main001,1,2024-03-17,At times the location becomes misleading,app_store,uber,False
Nyambari,1,2024-03-12,"I paid for an Uber ride by MPESA  like I always do and the driver   acknowledged receipt. 
When I requested for another ride, Uber notified me that I had not paid for the previous ride and that mode of payment was via Barter. I tried to reach out to Uber to understand this Barter  thing but got no assistance . Uber insisted I pay again for the previous ride  even though it was within their ability to reach out to the driver for confirmation of payment. 
I find it unconscionable and unfair to be subjected to double payment without proper justification and audience by Uber.",app_store,uber,False
Raab!,5,2024-03-12,fantastic and safe driving. Kudos Hilary!!! and wishing you lots of abundance.,app_store,uber,False
scchbb,5,2024-03-07,A very calm driver,app_store,uber,False
Mgenge$,5,2024-03-02,I enjoyed the trip.,app_store,uber,False
Arniemaestro,1,2024-02-24,"I don’t understand why you would apply a promo to a service I hardly use( Uber pickup store) , and destroy the consumer surplus I enjoy from discounted rides.",app_store,uber,False
Mwaif,1,2024-02-22,Why iam i being charged before riding,app_store,uber,False
Mmmteja,2,2024-02-19,"On the area of Fare review > I paid an additional toll fee, the help information details mentioned are about paying in cash. Which is incorrect.

Then upon clicking ‘Contact Us’ for more help, the window that appears is ‘Thank you’ for your feedback. Yet, no option came back to do so.

This needs to be fixed.",app_store,uber,False
Mrs danyal,5,2024-02-18,On time and ride was good,app_store,uber,False
Juuuuulicl,1,2024-02-14,Why did you remove cash option on my Uber app ??? When I updated it,app_store,uber,False
No Maneno,5,2024-02-07,Very efficient & lovely drive,app_store,uber,False
Mama Asim,5,2024-01-25,Let the drivers know about promotion,app_store,uber,False
Kelvinjau,5,2024-01-16,"Very engaging, knows the best routes. Also courtesy",app_store,uber,False
Somjimh,1,2024-01-08,Every time I have ordered Uber the driver has asked me to cancel. It’s so frustrating and then they would take the same trip with the same price without the official ride. Very shoddy.,app_store,uber,False
Chumbsy17,1,2024-01-03,It’s annoying when once payment method is changed without notice,app_store,uber,False
rajmalika,5,2023-12-26,Best and Great transport convenience.,app_store,uber,False
Jimnguru,5,2023-11-28,Smooth and timely,app_store,uber,False
josephat musumbi,1,2023-11-26,the app wants me to pay before a trip. what if the driver is late? what if the driver does not arrive? i went for bolt,app_store,uber,False
MMbo matatu,5,2023-11-21,Ok,app_store,uber,False
wabululu,5,2023-11-07,Mutungi thank you,app_store,uber,False
EAFCHM,5,2023-11-07,"Great guy, courteous and an real extrovert in business. Smooth ride. Had to cut short my trip due to an emergency call at Imara Daima. See you soon bro",app_store,uber,False
DennohKe,1,2023-11-01,"Getting support after using the M-pesa payment method is aggravating. I suggest you don’t use it as it appears as a card payment on their end and in case of a refund issue, they start asking for card details to track the refund and M-pesa is not a bank.",app_store,uber,False
Legal Lethal,5,2023-10-31,"I love you Uber, I love you Uber, you take me everywhere anytime I please, OH UBER HERE, UBER THERE, UBER EVERYWHERE! Still within this app we got access to Uber Eats, OH UBER HERE, UBER THERE, UBER EVERYWHERE! Let us go and have some fun with Uber here we go! 🤣🤣🤣🤣🤣",app_store,uber,False
Maureenkayy,5,2023-10-23,Courteous and professional driver,app_store,uber,False
AbbyNyakara,5,2023-10-21,Awesome fella,app_store,uber,False
Ondiek I,5,2023-10-19,Nice ride nice chat,app_store,uber,False
mohanoor,1,2023-10-18,I paid for a trip twice,app_store,uber,False
Only kastomaa,5,2023-10-11,"There's need for better experience with people using the card option 

I have so many cancellations as drivers decline riding customers with card options",app_store,uber,False
Yuki Japan,5,2023-10-07,He was a very nice driver!,app_store,uber,False
Mtishibi,5,2023-10-05,Best driver  ever,app_store,uber,False
JDennis24,5,2023-10-04,"The app is all good, however for fair ratings, let the driver see my rating after they have rated me too. Some drivers will wait to see what you’ll rate them, then proceed to give you bad ratings. Which seems to favor drivers more. I mean, I should be able to rate a driver poorly if the service offered was poor, without it affecting my rating.",app_store,uber,False
Newseoexpat,5,2023-10-04,Although Uber is my taxi of choice I was deducted Ksh 310 from card for a trip that was canceled. How can I get a refund.,app_store,uber,False
Michelle.W.O,1,2023-09-23,Paid for the trip and then Uber sent me an email claiming I have to make payment again.I tried sending emails to their customer care only for them to say they can’t help even after I proved that I paid for my ride. Bad customer service in general.Won’t be using this app again,app_store,uber,False
Randomness😭,1,2023-09-17,"Tell me why drivers are charging extra fees , from what i see in the app actually not extra but doubling the fee💔this is sad extremely why not just update the fee 💔damn plus why is the money i deposit not withdraw-able cause this is insane!!!",app_store,uber,False
Rajiv Vyas,2,2023-09-15,When I booked for ulwe sector 9 it’s shows 679 and later when I change address to sector 8 it’s gives 1399. Cannot possible one sector before changes the price to double,app_store,uber,False
Aguaazul12,1,2023-09-14,Uber is not as good as it used to be,app_store,uber,False
Ludenyi,5,2023-09-01,"Good ride , polite and respectful and patient.
I highly recommend Kenndy",app_store,uber,False
Rider254,3,2023-08-25,"Expect cancellations if the route does not favour the driver. Drivers turn down the ride but want the rider to be the one to cancel. 

There are however some other great drivers.",app_store,uber,False
zcxddrfs,5,2023-08-22,The app negotiations procedure is a little bit cranky and not fair to customers…,app_store,uber,False
Bugasu HM,5,2023-08-19,"Monica is a great driver, pleasant person, courteous and professional.",app_store,uber,False
Chriskanthus Amacanthus,5,2023-08-17,"Good driver, cordial, pleasant, respectful.",app_store,uber,False
Abby Tassel,5,2023-08-13,Very good service..Amazing,app_store,uber,False
Shah Nil,5,2023-08-10,Service was good n efficient,app_store,uber,False
Ilemba,5,2023-08-06,An awesome addition yo the App Features! Thanks,app_store,uber,False
Embian,5,2023-08-06,Kennedy was very helpful,app_store,uber,False
JG6505,3,2023-07-25,The user interface needs focus. A lot of unnecessary things. I just want to book a ride. All other things is noise to me.,app_store,uber,False
D N & M,5,2023-07-21,The trip was fantastic,app_store,uber,False
wuoi Mayom,5,2023-07-21,Good job buddy,app_store,uber,False
mwasharks,5,2023-07-14,Great experience  very fast,app_store,uber,False
Alx am,5,2023-07-10,He was a very pleasant person easy to talk to and he driving is very professional.,app_store,uber,False
abu macky,5,2023-06-27,I am happy with uber because of safety. Unlike bolt which pays drivers little money.,app_store,uber,False
GK wa serikal,5,2023-06-27,He is very engaging and a good driver. Highly recommended.,app_store,uber,False
wema lov,5,2023-06-26,Top tire services and respectful I recommend this driver,app_store,uber,False
KenyanGirl254,5,2023-06-21,"Amazing car. 
Clean car.
He is respectful and makes u feel like a real VIP enroute.",app_store,uber,False
nic kish,5,2023-06-15,THANK YOU,app_store,uber,False
Kkiissuummuu,5,2023-06-10,"Driver was great, clean car.",app_store,uber,False
MKW.,5,2023-06-08,Great experience,app_store,uber,False
Affritembo,5,2023-06-08,"Great Ride Wiclife, Thank you so much.",app_store,uber,False
NjokiWairua,1,2023-06-07,They do not always reprimand their drivers after you experience a threatening situation with one of their riders despite reporting to them. Be extra cautious!,app_store,uber,False
Mombasali,4,2023-06-06,He didn’t using phone on traveling time,app_store,uber,False
3 Jim,5,2023-05-30,Dominic is a great driver. Soo considerate and kind.,app_store,uber,False
sirkelvin,5,2023-05-30,The driver was very polite and welcoming,app_store,uber,False
Maseme,5,2023-05-19,Using Uber App reassures one of care by the operators unlike other apps. Security is guaranteed in case of any eventuality. Professional drivers and easy to navigate app,app_store,uber,False
